direction,pulse_us,angle_deg,valid
D,1926,128.408,1
D,1925,128.145,1
D,1924,127.969,1
D,1923,127.881,1
D,1922,127.881,1
D,1921,127.969,1
D,1920,127.793,1
D,1919,127.705,1
D,1918,127.705,1
D,1917,127.705,1
D,1916,127.617,1
D,1915,127.441,1
D,1914,127.354,1
D,1913,127.354,1
D,1912,127.090,1
D,1911,126.914,1
D,1910,126.914,1
D,1909,127.002,1
D,1908,127.002,1
D,1907,127.002,1
D,1906,126.738,1
D,1905,126.475,1
D,1904,126.475,1
D,1903,126.563,1
D,1902,126.387,1
D,1901,126.211,1
D,1900,125.947,1
D,1899,125.771,1
D,1898,125.684,1
D,1897,125.684,1
D,1896,125.684,1
D,1895,125.684,1
D,1894,125.596,1
D,1893,125.420,1
D,1892,125.332,1
D,1891,125.332,1
D,1890,125.420,1
D,1889,125.332,1
D,1888,125.068,1
D,1887,124.805,1
D,1886,124.717,1
D,1885,124.541,1
D,1884,124.453,1
D,1883,124.541,1
D,1882,124.541,1
D,1881,124.541,1
D,1880,124.365,1
D,1879,124.189,1
D,1878,124.277,1
D,1877,124.277,1
D,1876,124.277,1
D,1875,124.102,1
D,1874,124.014,1
D,1873,123.926,1
D,1872,123.662,1
D,1871,123.398,1
D,1870,123.311,1
D,1869,123.398,1
D,1868,123.223,1
D,1867,123.047,1
D,1866,123.047,1
D,1865,123.135,1
D,1864,122.871,1
D,1863,122.607,1
D,1862,122.520,1
D,1861,122.432,1
D,1860,122.432,1
D,1859,122.344,1
D,1858,122.344,1
D,1857,122.256,1
D,1856,122.168,1
D,1855,122.168,1
D,1854,122.080,1
D,1853,122.080,1
D,1852,121.992,1
D,1851,121.904,1
D,1850,121.816,1
D,1849,121.816,1
D,1848,121.816,1
D,1847,121.729,1
D,1846,121.465,1
D,1845,121.201,1
D,1844,121.113,1
D,1843,121.113,1
D,1842,121.113,1
D,1841,120.850,1
D,1840,120.674,1
D,1839,120.674,1
D,1838,120.498,1
D,1837,120.410,1
D,1836,120.322,1
D,1835,120.322,1
D,1834,120.234,1
D,1833,120.146,1
D,1832,119.971,1
D,1831,119.971,1
D,1830,120.146,1
D,1829,120.146,1
D,1828,119.971,1
D,1827,119.707,1
D,1826,119.443,1
D,1825,119.268,1
D,1824,119.092,1
D,1823,119.092,1
D,1822,119.180,1
D,1821,119.092,1
D,1820,119.004,1
D,1819,118.740,1
D,1818,118.564,1
D,1817,118.652,1
D,1816,118.652,1
D,1815,118.564,1
D,1814,118.389,1
D,1813,118.301,1
D,1812,118.213,1
D,1811,118.125,1
D,1810,118.213,1
D,1809,118.213,1
D,1808,118.213,1
D,1807,118.213,1
D,1806,118.037,1
D,1805,117.686,1
D,1804,117.422,1
D,1803,117.334,1
D,1802,117.334,1
D,1801,117.246,1
D,1800,117.334,1
D,1799,117.334,1
D,1798,117.246,1
D,1797,117.070,1
D,1796,116.895,1
D,1795,116.807,1
D,1794,116.543,1
D,1793,116.367,1
D,1792,116.367,1
D,1791,116.367,1
D,1790,116.367,1
D,1789,116.191,1
D,1788,115.928,1
D,1787,115.840,1
D,1786,115.928,1
D,1785,115.928,1
D,1784,115.928,1
D,1783,115.928,1
D,1782,115.928,1
D,1781,115.840,1
D,1780,115.576,1
D,1779,115.312,1
D,1778,115.225,1
D,1777,115.225,1
D,1776,115.137,1
D,1775,114.961,1
D,1774,114.961,1
D,1773,114.961,1
D,1772,114.697,1
D,1771,114.434,1
D,1770,114.346,1
D,1769,114.346,1
D,1768,114.346,1
D,1767,114.346,1
D,1766,114.346,1
D,1765,114.346,1
D,1764,114.082,1
D,1763,113.906,1
D,1762,113.906,1
D,1761,113.906,1
D,1760,113.730,1
D,1759,113.467,1
D,1758,113.291,1
D,1757,113.291,1
D,1756,113.291,1
D,1755,113.291,1
D,1754,113.291,1
D,1753,113.291,1
D,1752,113.027,1
D,1751,112.852,1
D,1750,112.676,1
D,1749,112.764,1
D,1748,112.676,1
D,1747,112.500,1
D,1746,112.236,1
D,1745,112.236,1
D,1744,112.148,1
D,1743,111.973,1
D,1742,111.973,1
D,1741,112.061,1
D,1740,111.973,1
D,1739,111.797,1
D,1738,111.621,1
D,1737,111.621,1
D,1736,111.357,1
D,1735,111.270,1
D,1734,111.182,1
D,1733,111.182,1
D,1732,111.006,1
D,1731,110.830,1
D,1730,110.918,1
D,1729,110.918,1
D,1728,110.918,1
D,1727,110.830,1
D,1726,110.654,1
D,1725,110.479,1
D,1724,110.479,1
D,1723,110.303,1
D,1722,110.127,1
D,1721,110.215,1
D,1720,110.215,1
D,1719,110.127,1
D,1718,109.863,1
D,1717,109.775,1
D,1716,109.775,1
D,1715,109.775,1
D,1714,109.775,1
D,1713,109.512,1
D,1712,109.248,1
D,1711,108.984,1
D,1710,108.809,1
D,1709,108.721,1
D,1708,108.721,1
D,1707,108.633,1
D,1706,108.633,1
D,1705,108.633,1
D,1704,108.633,1
D,1703,108.369,1
D,1702,108.369,1
D,1701,108.369,1
D,1700,108.369,1
D,1699,108.105,1
D,1698,107.842,1
D,1697,107.754,1
D,1696,107.754,1
D,1695,107.666,1
D,1694,107.578,1
D,1693,107.490,1
D,1692,107.578,1
D,1691,107.490,1
D,1690,107.314,1
D,1689,106.963,1
D,1688,106.963,1
D,1687,106.963,1
D,1686,106.963,1
D,1685,106.875,1
D,1684,106.611,1
D,1683,106.523,1
D,1682,106.523,1
D,1681,106.523,1
D,1680,106.523,1
D,1679,106.611,1
D,1678,106.523,1
D,1677,106.260,1
D,1676,105.996,1
D,1675,105.732,1
D,1674,105.645,1
D,1673,105.645,1
D,1672,105.557,1
D,1671,105.381,1
D,1670,105.205,1
D,1669,105.205,1
D,1668,105.205,1
D,1667,104.941,1
D,1666,104.766,1
D,1665,104.766,1
D,1664,104.678,1
D,1663,104.678,1
D,1662,104.678,1
D,1661,104.678,1
D,1660,104.590,1
D,1659,104.238,1
D,1658,104.062,1
D,1657,104.062,1
D,1656,104.062,1
D,1655,104.062,1
D,1654,104.062,1
D,1653,104.062,1
D,1652,104.062,1
D,1651,103.799,1
D,1650,103.535,1
D,1649,103.271,1
D,1648,103.359,1
D,1647,103.359,1
D,1646,103.271,1
D,1645,103.096,1
D,1644,102.920,1
D,1643,102.656,1
D,1642,102.568,1
D,1641,102.568,1
D,1640,102.656,1
D,1639,102.656,1
D,1638,102.480,1
D,1637,102.305,1
D,1636,102.305,1
D,1635,102.217,1
D,1634,102.129,1
D,1633,102.041,1
D,1632,101.953,1
D,1631,101.953,1
D,1630,101.777,1
D,1629,101.602,1
D,1628,101.514,1
D,1627,101.514,1
D,1626,101.426,1
D,1625,101.250,1
D,1624,101.162,1
D,1623,101.250,1
D,1622,101.250,1
D,1621,100.986,1
D,1620,100.986,1
D,1619,100.986,1
D,1618,100.986,1
D,1617,100.811,1
D,1616,100.547,1
D,1615,100.459,1
D,1614,100.547,1
D,1613,100.547,1
D,1612,100.459,1
D,1611,100.195,1
D,1610,100.107,1
D,1609,100.020,1
D,1608,100.107,1
D,1607,100.107,1
D,1606,100.107,1
D,1605,99.932,1
D,1604,99.668,1
D,1603,99.404,1
D,1602,99.229,1
D,1601,99.229,1
D,1600,99.141,1
D,1599,98.965,1
D,1598,98.965,1
D,1597,98.965,1
D,1596,98.877,1
D,1595,98.701,1
D,1594,98.701,1
D,1593,98.701,1
D,1592,98.701,1
D,1591,98.525,1
D,1590,98.262,1
D,1589,98.174,1
D,1588,98.174,1
D,1587,97.998,1
D,1586,97.822,1
D,1585,97.734,1
D,1584,97.734,1
D,1583,97.646,1
D,1582,97.471,1
D,1581,97.471,1
D,1580,97.559,1
D,1579,97.471,1
D,1578,97.207,1
D,1577,97.031,1
D,1576,97.031,1
D,1575,97.119,1
D,1574,96.943,1
D,1573,96.680,1
D,1572,96.592,1
D,1571,96.504,1
D,1570,96.592,1
D,1569,96.592,1
D,1568,96.592,1
D,1567,96.592,1
D,1566,96.416,1
D,1565,96.240,1
D,1564,95.977,1
D,1563,95.889,1
D,1562,95.801,1
D,1561,95.889,1
D,1560,95.889,1
D,1559,95.889,1
D,1558,95.889,1
D,1557,95.801,1
D,1556,95.625,1
D,1555,95.449,1
D,1554,95.449,1
D,1553,95.449,1
D,1552,95.449,1
D,1551,95.449,1
D,1550,95.186,1
D,1549,94.922,1
D,1548,94.658,1
D,1547,94.395,1
D,1546,94.395,1
D,1545,94.307,1
D,1544,94.307,1
D,1543,94.307,1
D,1542,94.131,1
D,1541,94.043,1
D,1540,94.043,1
D,1539,94.043,1
D,1538,94.043,1
D,1537,93.955,1
D,1536,93.691,1
D,1535,93.516,1
D,1534,93.340,1
D,1533,93.340,1
D,1532,93.340,1
D,1531,93.340,1
D,1530,93.340,1
D,1529,93.340,1
D,1528,93.164,1
D,1527,92.988,1
D,1526,92.725,1
D,1525,92.549,1
D,1524,92.373,1
D,1523,92.373,1
D,1522,92.373,1
D,1521,92.373,1
D,1520,92.373,1
D,1519,92.197,1
D,1518,92.021,1
D,1517,91.934,1
D,1516,91.934,1
D,1515,91.934,1
D,1514,91.934,1
D,1513,91.934,1
D,1512,91.934,1
D,1511,91.934,1
D,1510,91.758,1
D,1509,91.494,1
D,1508,91.494,1
D,1507,91.406,1
D,1506,91.318,1
D,1505,91.143,1
D,1504,91.230,1
D,1503,91.230,1
D,1502,91.055,1
D,1501,90.791,1
D,1500,90.615,1
D,1499,90.527,1
D,1498,90.527,1
D,1497,90.439,1
D,1496,90.176,1
D,1495,90.088,1
D,1494,90.088,1
D,1493,89.912,1
D,1492,89.736,1
D,1491,89.736,1
D,1490,89.736,1
D,1489,89.736,1
D,1488,89.648,1
D,1487,89.473,1
D,1486,89.385,1
D,1485,89.121,1
D,1484,89.121,1
D,1483,89.121,1
D,1482,89.121,1
D,1481,89.121,1
D,1480,89.033,1
D,1479,88.857,1
D,1478,88.857,1
D,1477,88.770,1
D,1476,88.682,1
D,1475,88.594,1
D,1474,88.682,1
D,1473,88.506,1
D,1472,88.330,1
D,1471,88.154,1
D,1470,88.154,1
D,1469,88.154,1
D,1468,88.154,1
D,1467,88.154,1
D,1466,88.154,1
D,1465,87.891,1
D,1464,87.627,1
D,1463,87.451,1
D,1462,87.363,1
D,1461,87.363,1
D,1460,87.451,1
D,1459,87.451,1
D,1458,87.363,1
D,1457,87.451,1
D,1456,87.275,1
D,1455,87.012,1
D,1454,86.660,1
D,1453,86.484,1
D,1452,86.396,1
D,1451,86.309,1
D,1450,86.133,1
D,1449,86.221,1
D,1448,86.221,1
D,1447,86.221,1
D,1446,86.221,1
D,1445,86.221,1
D,1444,86.221,1
D,1443,86.221,1
D,1442,86.045,1
D,1441,85.869,1
D,1440,85.693,1
D,1439,85.693,1
D,1438,85.605,1
D,1437,85.430,1
D,1436,85.254,1
D,1435,85.254,1
D,1434,85.166,1
D,1433,84.990,1
D,1432,84.990,1
D,1431,84.727,1
D,1430,84.551,1
D,1429,84.551,1
D,1428,84.551,1
D,1427,84.551,1
D,1426,84.375,1
D,1425,84.199,1
D,1424,84.111,1
D,1423,84.111,1
D,1422,84.111,1
D,1421,84.023,1
D,1420,84.023,1
D,1419,84.023,1
D,1418,84.023,1
D,1417,83.760,1
D,1416,83.496,1
D,1415,83.320,1
D,1414,83.232,1
D,1413,83.232,1
D,1412,83.057,1
D,1411,82.969,1
D,1410,82.969,1
D,1409,82.969,1
D,1408,82.881,1
D,1407,82.705,1
D,1406,82.441,1
D,1405,82.354,1
D,1404,82.354,1
D,1403,82.178,1
D,1402,82.178,1
D,1401,82.178,1
D,1400,82.178,1
D,1399,82.178,1
D,1398,82.002,1
D,1397,81.826,1
D,1396,81.914,1
D,1395,81.914,1
D,1394,81.738,1
D,1393,81.563,1
D,1392,81.563,1
D,1391,81.563,1
D,1390,81.299,1
D,1389,81.035,1
D,1388,80.859,1
D,1387,80.771,1
D,1386,80.771,1
D,1385,80.771,1
D,1384,80.596,1
D,1383,80.420,1
D,1382,80.508,1
D,1381,80.508,1
D,1380,80.508,1
D,1379,80.420,1
D,1378,80.156,1
D,1377,79.980,1
D,1376,79.893,1
D,1375,79.805,1
D,1374,79.717,1
D,1373,79.805,1
D,1372,79.805,1
D,1371,79.629,1
D,1370,79.453,1
D,1369,79.541,1
D,1368,79.541,1
D,1367,79.453,1
D,1366,79.189,1
D,1365,79.014,1
D,1364,79.014,1
D,1363,78.926,1
D,1362,78.662,1
D,1361,78.486,1
D,1360,78.574,1
D,1359,78.486,1
D,1358,78.311,1
D,1357,78.223,1
D,1356,78.223,1
D,1355,78.047,1
D,1354,78.047,1
D,1353,78.135,1
D,1352,78.135,1
D,1351,77.959,1
D,1350,77.695,1
D,1349,77.520,1
D,1348,77.432,1
D,1347,77.432,1
D,1346,77.432,1
D,1345,77.432,1
D,1344,77.432,1
D,1343,77.344,1
D,1342,77.080,1
D,1341,76.816,1
D,1340,76.729,1
D,1339,76.641,1
D,1338,76.641,1
D,1337,76.553,1
D,1336,76.289,1
D,1335,76.201,1
D,1334,76.201,1
D,1333,76.201,1
D,1332,76.201,1
D,1331,76.201,1
D,1330,76.201,1
D,1329,76.201,1
D,1328,75.938,1
D,1327,75.674,1
D,1326,75.410,1
D,1325,75.322,1
D,1324,75.322,1
D,1323,75.234,1
D,1322,75.059,1
D,1321,75.059,1
D,1320,75.146,1
D,1319,74.971,1
D,1318,74.795,1
D,1317,74.707,1
D,1316,74.707,1
D,1315,74.531,1
D,1314,74.531,1
D,1313,74.531,1
D,1312,74.531,1
D,1311,74.531,1
D,1310,74.355,1
D,1309,74.180,1
D,1308,74.004,1
D,1307,73.828,1
D,1306,73.828,1
D,1305,73.828,1
D,1304,73.828,1
D,1303,73.740,1
D,1302,73.652,1
D,1301,73.477,1
D,1300,73.477,1
D,1299,73.564,1
D,1298,73.477,1
D,1297,73.213,1
D,1296,73.213,1
D,1295,73.213,1
D,1294,73.125,1
D,1293,72.861,1
D,1292,72.773,1
D,1291,72.773,1
D,1290,72.686,1
D,1289,72.510,1
D,1288,72.510,1
D,1287,72.510,1
D,1286,72.510,1
D,1285,72.158,1
D,1284,71.895,1
D,1283,71.807,1
D,1282,71.807,1
D,1281,71.719,1
D,1280,71.543,1
D,1279,71.543,1
D,1278,71.631,1
D,1277,71.631,1
D,1276,71.543,1
D,1275,71.367,1
D,1274,71.191,1
D,1273,71.104,1
D,1272,71.104,1
D,1271,71.016,1
D,1270,70.752,1
D,1269,70.576,1
D,1268,70.488,1
D,1267,70.313,1
D,1266,70.313,1
D,1265,70.400,1
D,1264,70.400,1
D,1263,70.313,1
D,1262,70.137,1
D,1261,70.137,1
D,1260,70.225,1
D,1259,70.137,1
D,1258,69.873,1
D,1257,69.785,1
D,1256,69.697,1
D,1255,69.609,1
D,1254,69.434,1
D,1253,69.434,1
D,1252,69.434,1
D,1251,69.434,1
D,1250,69.346,1
D,1249,69.082,1
D,1248,68.906,1
D,1247,68.906,1
D,1246,68.730,1
D,1245,68.467,1
D,1244,68.467,1
D,1243,68.467,1
D,1242,68.467,1
D,1241,68.379,1
D,1240,68.115,1
D,1239,68.027,1
D,1238,68.027,1
D,1237,67.939,1
D,1236,67.764,1
D,1235,67.764,1
D,1234,67.764,1
D,1233,67.588,1
D,1232,67.324,1
D,1231,67.148,1
D,1230,67.061,1
D,1229,67.061,1
D,1228,66.973,1
D,1227,66.797,1
D,1226,66.797,1
D,1225,66.885,1
D,1224,66.797,1
D,1223,66.533,1
D,1222,66.357,1
D,1221,66.357,1
D,1220,66.357,1
D,1219,66.357,1
D,1218,66.357,1
D,1217,66.357,1
D,1216,66.270,1
D,1215,65.918,1
D,1214,65.830,1
D,1213,65.830,1
D,1212,65.918,1
D,1211,65.830,1
D,1210,65.654,1
D,1209,65.391,1
D,1208,65.391,1
D,1207,65.391,1
D,1206,65.303,1
D,1205,65.039,1
D,1204,65.039,1
D,1203,65.039,1
D,1202,64.775,1
D,1201,64.512,1
D,1200,64.424,1
D,1199,64.336,1
D,1198,64.248,1
D,1197,64.248,1
D,1196,64.248,1
D,1195,64.160,1
D,1194,63.809,1
D,1193,63.633,1
D,1192,63.457,1
D,1191,63.369,1
D,1190,63.281,1
D,1189,63.281,1
D,1188,63.281,1
D,1187,63.281,1
D,1186,63.105,1
D,1185,62.930,1
D,1184,63.018,1
D,1183,63.018,1
D,1182,62.930,1
D,1181,62.666,1
D,1180,62.578,1
D,1179,62.490,1
D,1178,62.490,1
D,1177,62.314,1
D,1176,62.139,1
D,1175,62.051,1
D,1174,62.051,1
D,1173,61.963,1
D,1172,61.787,1
D,1171,61.787,1
D,1170,61.787,1
D,1169,61.699,1
D,1168,61.523,1
D,1167,61.436,1
D,1166,61.348,1
D,1165,61.348,1
D,1164,61.084,1
D,1163,60.996,1
D,1162,60.908,1
D,1161,60.732,1
D,1160,60.557,1
D,1159,60.381,1
D,1158,60.381,1
D,1157,60.381,1
D,1156,60.117,1
D,1155,60.029,1
D,1154,60.029,1
D,1153,60.117,1
D,1152,60.029,1
D,1151,59.678,1
D,1150,59.502,1
D,1149,59.414,1
D,1148,59.414,1
D,1147,59.414,1
D,1146,59.326,1
D,1145,59.062,1
D,1144,59.062,1
D,1143,59.062,1
D,1142,59.062,1
D,1141,58.975,1
D,1140,58.799,1
D,1139,58.711,1
D,1138,58.535,1
D,1137,58.359,1
D,1136,58.096,1
D,1135,58.008,1
D,1134,58.096,1
D,1133,57.920,1
D,1132,57.744,1
D,1131,57.744,1
D,1130,57.744,1
D,1129,57.832,1
D,1128,57.744,1
D,1127,57.393,1
D,1126,57.217,1
D,1125,57.041,1
D,1124,56.953,1
D,1123,56.865,1
D,1122,56.865,1
D,1121,56.865,1
D,1120,56.865,1
D,1119,56.689,1
D,1118,56.514,1
D,1117,56.602,1
D,1116,56.602,1
D,1115,56.602,1
D,1114,56.514,1
D,1113,56.250,1
D,1112,56.074,1
D,1111,55.898,1
D,1110,55.811,1
D,1109,55.811,1
D,1108,55.898,1
D,1107,55.723,1
D,1106,55.459,1
D,1105,55.195,1
D,1104,55.107,1
D,1103,54.932,1
D,1102,54.756,1
D,1101,54.756,1
D,1100,54.668,1
D,1099,54.668,1
D,1098,54.580,1
D,1097,54.404,1
D,1096,54.404,1
D,1095,54.316,1
D,1094,54.141,1
D,1093,54.053,1
D,1092,54.053,1
D,1091,53.965,1
D,1090,53.789,1
D,1089,53.525,1
D,1088,53.437,1
D,1087,53.437,1
D,1086,53.437,1
D,1085,53.350,1
D,1084,53.086,1
D,1083,53.174,1
D,1082,53.174,1
D,1081,52.998,1
D,1080,52.734,1
D,1079,52.471,1
D,1078,52.471,1
D,1077,52.471,1
D,1076,52.383,1
D,1075,52.119,1
D,1074,52.119,1
D,1073,52.119,1
D,1072,52.031,1
D,1071,51.768,1
D,1070,51.592,1
D,1069,51.592,1
D,1068,51.416,1
D,1067,51.328,1
D,1066,51.328,1
D,1065,51.416,1
D,1064,51.240,1
D,1063,50.977,1
D,1062,50.889,1
D,1061,50.889,1
D,1060,50.801,1
D,1059,50.625,1
D,1058,50.537,1
D,1057,50.625,1
D,1056,50.449,1
D,1055,50.186,1
D,1054,50.186,1
D,1053,50.273,1
D,1052,50.361,1
D,1051,50.273,1
D,1050,50.273,1
D,1049,50.186,1
D,1048,49.922,1
D,1047,49.482,1
D,1046,49.395,1
D,1045,49.395,1
D,1044,49.395,1
D,1043,49.482,1
D,1042,49.395,1
D,1041,49.131,1
D,1040,48.867,1
D,1039,48.691,1
D,1038,48.691,1
D,1037,48.604,1
D,1036,48.428,1
D,1035,48.252,1
D,1034,48.252,1
D,1033,48.252,1
D,1032,48.164,1
D,1031,47.988,1
D,1030,47.900,1
D,1029,47.988,1
D,1028,47.900,1
D,1027,47.725,1
D,1026,47.549,1
D,1025,47.549,1
D,1024,47.549,1
D,1023,47.373,1
D,1022,47.109,1
D,1021,46.846,1
D,1020,46.758,1
D,1019,46.758,1
D,1018,46.670,1
D,1017,46.494,1
D,1016,46.318,1
D,1015,46.230,1
D,1014,46.230,1
D,1013,46.230,1
D,1012,46.318,1
D,1011,46.318,1
D,1010,46.230,1
D,1009,46.143,1
D,1008,45.879,1
D,1007,45.791,1
D,1006,45.791,1
D,1005,45.791,1
D,1004,45.703,1
D,1003,45.527,1
D,1002,45.352,1
D,1001,45.264,1
D,1000,45.088,1
D,999,44.912,1
D,998,44.824,1
D,997,44.736,1
D,996,44.648,1
D,995,44.561,1
D,994,44.648,1
D,993,44.648,1
D,992,44.473,1
D,991,44.209,1
D,990,43.945,1
D,989,43.682,1
D,988,43.418,1
D,987,43.154,1
D,986,42.979,1
D,985,42.979,1
D,984,42.979,1
D,983,42.979,1
D,982,42.979,1
D,981,42.979,1
D,980,42.979,1
D,979,42.803,1
D,978,42.627,1
D,977,42.451,1
D,976,42.451,1
D,975,42.451,1
D,974,42.539,1
D,973,42.539,1
D,972,42.451,1
D,971,42.451,1
D,970,42.275,1
D,969,42.012,1
D,968,41.836,1
D,967,41.660,1
D,966,41.396,1
D,965,41.309,1
D,964,41.309,1
D,963,41.309,1
D,962,41.309,1
D,961,41.309,1
D,960,41.309,1
D,959,41.045,1
D,958,40.781,1
D,957,40.693,1
D,956,40.693,1
D,955,40.605,1
D,954,40.605,1
D,953,40.605,1
D,952,40.605,1
D,951,40.605,1
D,950,40.518,1
D,949,40.078,1
D,948,39.814,1
D,947,39.639,1
D,946,39.639,1
D,945,39.639,1
D,944,39.639,1
D,943,39.639,1
D,942,39.551,1
D,941,39.375,1
D,940,39.199,1
D,939,39.111,1
D,938,39.111,1
D,937,39.199,1
D,936,39.199,1
D,935,39.199,1
D,934,39.199,1
D,933,38.936,1
D,932,38.584,1
D,931,38.320,1
D,930,38.232,1
D,929,38.145,1
D,928,37.969,1
D,927,37.793,1
D,926,37.705,1
D,925,37.705,1
D,924,37.705,1
D,923,37.793,1
D,922,37.705,1
D,921,37.793,1
D,920,37.529,1
D,919,37.266,1
D,918,37.002,1
D,917,36.826,1
D,916,36.562,1
D,915,36.299,1
D,914,36.299,1
D,913,36.299,1
D,912,36.299,1
D,911,36.299,1
D,910,36.299,1
D,909,36.299,1
D,908,36.211,1
D,907,35.947,1
D,906,35.771,1
D,905,35.859,1
D,904,35.859,1
D,903,35.684,1
D,902,35.508,1
D,901,35.332,1
D,900,35.332,1
D,899,35.244,1
D,898,35.068,1
D,897,34.893,1
D,896,34.893,1
D,895,34.893,1
D,894,34.893,1
D,893,34.805,1
D,892,34.541,1
D,891,34.365,1
D,890,34.365,1
D,889,34.365,1
D,888,34.189,1
D,887,34.014,1
D,886,33.750,1
D,885,33.750,1
D,884,33.750,1
D,883,33.750,1
D,882,33.750,1
D,881,33.750,1
D,880,33.750,1
D,879,33.574,1
D,878,33.311,1
D,877,33.047,1
D,876,32.871,1
D,875,32.783,1
D,874,32.783,1
D,873,32.783,1
D,872,32.783,1
D,871,32.607,1
D,870,32.432,1
D,869,32.256,1
D,868,32.080,1
D,867,32.080,1
D,866,32.080,1
D,865,31.816,1
D,864,31.641,1
D,863,31.553,1
D,862,31.553,1
D,861,31.465,1
D,860,31.289,1
D,859,31.289,1
D,858,31.289,1
D,857,31.289,1
D,856,31.025,1
D,855,30.937,1
D,854,30.850,1
D,853,30.674,1
D,852,30.498,1
D,851,30.410,1
D,850,30.410,1
D,849,30.322,1
D,848,30.322,1
D,847,30.410,1
D,846,30.410,1
D,845,30.234,1
D,844,30.059,1
D,843,29.795,1
D,842,29.795,1
D,841,29.707,1
D,840,29.531,1
D,839,29.443,1
D,838,29.443,1
D,837,29.443,1
D,836,29.443,1
D,835,29.443,1
D,834,29.443,1
D,833,29.355,1
D,832,29.092,1
D,831,28.740,1
D,830,28.477,1
D,829,28.301,1
D,828,28.301,1
D,827,28.301,1
D,826,28.301,1
D,825,28.213,1
D,824,27.949,1
D,823,27.861,1
D,822,27.773,1
D,821,27.773,1
D,820,27.773,1
D,819,27.773,1
D,818,27.773,1
D,817,27.510,1
D,816,27.246,1
D,815,27.246,1
D,814,27.070,1
D,813,26.895,1
D,812,26.895,1
D,811,26.895,1
D,810,26.807,1
D,809,26.631,1
D,808,26.543,1
D,807,26.631,1
D,806,26.455,1
D,805,26.191,1
D,804,26.104,1
D,803,26.191,1
D,802,26.191,1
D,801,26.016,1
D,800,25.840,1
D,799,25.928,1
D,798,25.928,1
D,797,25.928,1
D,796,25.752,1
D,795,25.664,1
D,794,25.664,1
D,793,25.488,1
D,792,25.225,1
D,791,25.049,1
D,790,25.049,1
D,789,24.961,1
D,788,24.785,1
D,787,24.785,1
D,786,24.785,1
D,785,24.609,1
D,784,24.434,1
D,783,24.521,1
D,782,24.521,1
D,781,24.434,1
D,780,24.258,1
D,779,24.258,1
D,778,24.258,1
D,777,24.170,1
D,776,23.818,1
D,775,23.555,1
D,774,23.555,1
D,773,23.555,1
D,772,23.379,1
D,771,23.115,1
D,770,22.852,1
D,769,22.676,1
D,768,22.588,1
D,767,22.676,1
D,766,22.676,1
D,765,22.588,1
D,764,22.500,1
D,763,22.412,1
D,762,22.412,1
D,761,22.412,1
D,760,22.412,1
D,759,22.236,1
D,758,22.061,1
D,757,21.885,1
D,756,21.885,1
D,755,21.885,1
D,754,21.709,1
D,753,21.709,1
D,752,21.709,1
D,751,21.533,1
D,750,21.357,1
D,749,21.094,1
D,748,21.006,1
D,747,21.006,1
D,746,21.006,1
D,745,21.006,1
D,744,21.006,1
D,743,20.918,1
D,742,20.742,1
D,741,20.479,1
D,740,20.479,1
D,739,20.303,1
D,738,20.215,1
D,737,20.215,1
D,736,20.303,1
D,735,20.215,1
D,734,19.951,1
D,733,19.775,1
D,732,19.775,1
D,731,19.775,1
D,730,19.775,1
D,729,19.512,1
D,728,19.248,1
D,727,18.984,1
D,726,18.809,1
D,725,18.896,1
D,724,18.896,1
D,723,18.633,1
D,722,18.457,1
D,721,18.369,1
D,720,18.369,1
D,719,18.369,1
D,718,18.369,1
D,717,18.369,1
D,716,18.369,1
D,715,18.105,1
D,714,17.930,1
D,713,17.842,1
D,712,17.930,1
D,711,17.754,1
D,710,17.578,1
D,709,17.402,1
D,708,17.314,1
D,707,17.139,1
D,706,16.963,1
D,705,16.963,1
D,704,16.963,1
D,703,16.787,1
D,702,16.611,1
D,701,16.436,1
D,700,16.436,1
D,699,16.523,1
D,698,16.523,1
D,697,16.523,1
D,696,16.523,1
D,695,16.260,1
D,694,15.996,1
D,693,15.645,1
D,692,15.557,1
D,691,15.469,1
D,690,15.293,1
D,689,15.205,1
D,688,15.117,1
D,687,15.029,1
D,686,15.117,1
D,685,15.117,1
D,684,15.117,1
D,683,15.029,1
D,682,14.678,1
D,681,14.590,1
D,680,14.590,1
D,679,14.678,1
D,678,14.678,1
D,677,14.678,1
D,676,14.678,1
D,675,14.326,1
D,674,13.975,1
D,673,13.799,1
D,672,13.711,1
D,671,13.711,1
D,670,13.711,1
D,669,13.711,1
D,668,13.711,1
D,667,13.623,1
D,666,13.447,1
D,665,13.359,1
D,664,13.359,1
D,663,13.271,1
D,662,13.096,1
D,661,12.832,1
D,660,12.656,1
D,659,12.480,1
D,658,12.305,1
D,657,12.217,1
D,656,12.217,1
D,655,12.217,1
D,654,12.217,1
D,653,12.041,1
D,652,11.865,1
D,651,11.777,1
D,650,11.777,1
D,649,11.865,1
D,648,11.865,1
D,647,11.777,1
D,646,11.602,1
D,645,11.338,1
D,644,11.162,1
D,643,11.074,1
D,642,10.986,1
D,641,10.811,1
D,640,10.723,1
D,639,10.635,1
D,638,10.635,1
D,637,10.547,1
D,636,10.371,1
D,635,10.195,1
D,634,10.107,1
D,633,10.107,1
D,632,10.107,1
D,631,10.107,1
D,630,10.107,1
D,629,10.107,1
D,628,9.932,1
D,627,9.668,1
D,626,9.492,1
D,625,9.404,1
D,624,9.229,1
D,623,9.053,1
D,622,8.965,1
